feature_index,feature_name,importance_score
0,High_0,35.543
1,Low_0,23.778
2,Open_0,35.293
3,Volume_0,52.32
4,daily_return_0,35.35
5,log_return_0,23.409
6,volume_change_0,23.035
7,relative_volume_0,42.068
8,high_low_range_0,23.583
9,excess_return_0,35.607
10,daily_return_zscore_0,22.914
11,log_return_zscore_0,23.554
12,volume_change_zscore_0,35.359
13,relative_volume_zscore_0,49.623
14,log_volume_0,23.464
15,Close_1,35.532
16,High_1,23.67
17,Low_1,22.859
18,Open_1,23.622
19,Volume_1,43.365
20,daily_return_1,23.744
21,log_return_1,23.282
22,volume_change_1,35.483
23,relative_volume_1,23.741
24,high_low_range_1,42.05
25,excess_return_1,41.353
26,daily_return_zscore_1,23.008
27,log_return_zscore_1,23.605
28,volume_change_zscore_1,35.362
29,relative_volume_zscore_1,23.789
30,log_volume_1,35.42
31,Close_2,35.55
32,High_2,35.609
33,Low_2,35.171
34,Open_2,23.5
35,Volume_2,45.284
36,daily_return_2,42.236
37,log_return_2,41.993
38,volume_change_2,42.114
39,relative_volume_2,23.217
40,high_low_range_2,22.818
41,excess_return_2,23.044
42,daily_return_zscore_2,23.437
43,log_return_zscore_2,23.786
44,volume_change_zscore_2,23.58
45,relative_volume_zscore_2,49.522
46,log_volume_2,23.535
