feature_index,feature_name,importance_score
0,feature_1,23.478
1,feature_2,42.194
2,feature_3,35.239
3,feature_4,50.816
4,feature_5,23.651
5,feature_6,22.924
6,feature_7,22.851
7,feature_8,45.538
8,feature_9,23.278
9,feature_10,35.526
10,feature_11,23.674
11,feature_12,23.661
12,feature_13,23.636
13,feature_14,23.784
14,feature_15,35.529
15,feature_16,23.138
16,feature_17,35.621
17,feature_18,35.678
18,feature_19,42.029
19,feature_20,44.402
20,feature_21,23.344
21,feature_22,34.988
22,feature_23,42.734
23,feature_24,23.813
24,feature_25,22.406
25,feature_26,35.531
26,feature_27,45.765
27,feature_28,43.577
28,feature_29,35.465
29,feature_30,23.246
30,feature_31,44.517
31,feature_32,23.501
32,feature_33,35.553
33,feature_34,23.47
34,feature_35,35.154
35,feature_36,45.225
36,feature_37,23.376
37,feature_38,23.511
38,feature_39,23.375
39,feature_40,35.34
40,feature_41,23.474
41,feature_42,35.649
42,feature_43,23.598
43,feature_44,23.586
44,feature_45,41.624
45,feature_46,23.438
46,feature_47,23.443
